3000, 200, 500, 900
3010, 200, 600, 200
3020, 200, 600, 200
3030, 200, 600, 600
3040, 100, 600, 600
3050, 200, 600, 200
3060, 200, 600, 200
3070, 100, 600, 300
3080, 200, 600, 900
3090, 200, 700, 400
3100, 200, 600, 700
3110, 100, 600, 200
3120, 200, 700, 700
3130, 200, 600, 400
3140, 200, 600, 100
3150, 200, 600, 700
3160, 200, 600, 200
3170, 100, 600, 100
3180, 200, 600, 900
3190, 100, 600, 600
3200, 200, 600, 400
3210, 200, 600, 200
3220, 100, 600, 100
3230, 200, 500, 700
3240, 100, 600, 500
3250, 100, 600, 1000
3260, 200, 600, 1000
3270, 200, 600, 700
3280, 200, 600, 800
3290, 200, 700, 100
3300, 200, 600, 400
3310, 200, 600, 300
3320, 200, 600, 500
3330, 200, 600, 300
3340, 200, 600, 500
3350, 100, 600, 400
3360, 200, 700, 400
3370, 200, 700, 500
3380, 200, 700, 700
3390, 100, 700, 100
3400, 200, 700, 300
3410, 200, 600, 600
3420, 100, 700, 300
3430, 200, 600, 1100
3440, 200, 700, 700
3450, 100, 700, 600
3460, 100, 700, 100
3470, 200, 700, 800
3480, 100, 700, 1000
3490, 200, 700, 500
3500, 200, 600, 1000
3510, 200, 700, 600
3520, 200, 600, 1000
3530, 200, 700, 400
3540, 200, 700, 1100
3550, 200, 700, 300
3560, 200, 700, 600
3570, 200, 700, 900
3580, 200, 700, 800
3590, 200, 600, 1100
3600, 200, 700, 300
3610, 200, 800, 500
3620, 200, 700, 300
3630, 200, 700, 1300
3640, 200, 700, 500
3650, 200, 700, 200
3660, 100, 700, 200
3670, 100, 700, 500
3680, 100, 700, 800
3690, 200, 700, 500
3700, 200, 700, 600
3710, 200, 700, 1000
3720, 200, 700, 300
3730, 200, 700, 100
3740, 100, 700, 700
3750, 200, 700, 200
3760, 200, 700, 600
3770, 200, 700, 400
3780, 300, 700, 200
3790, 100, 700, 200
3800, 200, 700, 1200
3810, 200, 700, 900
3820, 200, 700, 500
3830, 200, 700, 200
3840, 100, 700, 1300
3850, 200, 700, 400
3860, 200, 700, 1200
3870, 100, 800, 300
3880, 200, 800, 100
3890, 200, 800, 1200
3900, 200, 800, 600
3910, 200, 700, 700
3920, 200, 800, 900
3930, 200, 800, 1300
3940, 200, 700, 1100
3950, 500, 700, 600
3960, 200, 800, 1000
3970, 100, 700, 1200
3980, 100, 700, 1000
3990, 200, 700, 500
4000, 200, 800, 200
4010, 200, 800, 700
4020, 100, 800, 100
4030, 200, 800, 600
4040, 200, 800, 200
4050, 200, 800, 1200
4060, 200, 800, 800
4070, 200, 700, 700
4080, 100, 800, 1300
4090, 200, 800, 1400
4100, 200, 700, 100
4110, 200, 800, 1000
4120, 200, 800, 1100
4130, 200, 800, 400
4140, 200, 800, 1000
4150, 200, 800, 300
4160, 200, 800, 300
4170, 100, 900, 700
4180, 200, 800, 900
4190, 200, 800, 1400
4200, 200, 800, 1300
4210, 200, 700, 200
4220, 200, 800, 1400
4230, 200, 800, 900
4240, 200, 700, 600
4250, 200, 1000, 500
4260, 200, 900, 800
4270, 200, 800, 600
4280, 100, 900, 1200
4290, 200, 900, 1100
4300, 300, 900, 100
4310, 100, 800, 200
4320, 100, 900, 1200
4330, 200, 800, 1000
4340, 100, 900, 1400
4350, 200, 800, 200
4360, 200, 800, 300
4370, 200, 800, 400
4380, 100, 800, 800
4390, 200, 800, 900
4400, 100, 800, 1200
4410, 200, 800, 500
4420, 200, 800, 1200
4430, 200, 800, 400
4440, 200, 900, 100
4450, 100, 800, 700
4460, 200, 900, 1300
4470, 100, 900, 900
4480, 200, 800, 1100
4490, 200, 900, 600
4500, 100, 900, 1000
4510, 200, 900, 500
4520, 200, 800, 300
4530, 200, 800, 1000
4540, 200, 900, 700
4550, 200, 800, 900
4560, 100, 800, 1000
4570, 200, 800, 700
4580, 200, 800, 300
4590, 200, 800, 1100
4600, 200, 1000, 800
4610, 200, 900, 1600
4620, 200, 900, 200
4630, 300, 1000, 1000
4640, 200, 900, 1800
4650, 200, 900, 300
4660, 200, 900, 700
4670, 200, 900, 500
4680, 200, 900, 1400
4690, 300, 900, 1000
4700, 200, 900, 200
4710, 200, 800, 500
4720, 300, 800, 500
4730, 100, 900, 1200
4740, 200, 900, 800
4750, 200, 900, 1500
4760, 200, 1000, 1500
4770, 200, 1000, 900
4780, 200, 900, 1000
4790, 200, 900, 1000
4800, 200, 900, 1500
4810, 200, 900, 600
4820, 200, 900, 200
4830, 200, 900, 700
4840, 200, 900, 1500
4850, 200, 900, 500
4860, 200, 900, 900
4870, 100, 1000, 1000
4880, 100, 900, 1100
4890, 300, 900, 300
4900, 200, 900, 1500
4910, 100, 900, 700
4920, 100, 900, 1500
4930, 200, 900, 1500
4940, 200, 1000, 1400
4950, 200, 1000, 1600
4960, 200, 1000, 1200
4970, 200, 900, 800
4980, 200, 1000, 300
4990, 200, 1000, 900
5000, 100, 1000, 1300
5010, 200, 1000, 700
5020, 100, 1000, 300
5030, 200, 900, 1600
5040, 200, 900, 500
5050, 100, 900, 100
5060, 200, 900, 1000
5070, 200, 1000, 1500
5080, 200, 900, 200
5090, 200, 1000, 100
5100, 200, 1000, 1400
5110, 100, 2800, 900
5120, 200, 1000, 1700
5130, 300, 1000, 600
5140, 100, 1300, 1800
5150, 200, 1000, 1000
5160, 200, 1000, 1400
5170, 200, 1400, 900
5180, 200, 1000, 800
5190, 200, 900, 1400
5200, 200, 900, 1700
5210, 200, 1000, 200
5220, 200, 1000, 1300
5230, 200, 1100, 1600
5240, 200, 1100, 800
5250, 200, 1000, 1100
5260, 200, 900, 200
5270, 200, 1000, 1000
5280, 200, 1000, 1700
5290, 100, 1300, 1600
5300, 200, 1000, 500
5310, 200, 1100, 1600
5320, 200, 1100, 1500
5330, 200, 1000, 900
5340, 200, 1000, 1000
5350, 200, 1000, 1700
5360, 200, 1000, 400
5370, 200, 1000, 1400
5380, 200, 1000, 700
5390, 200, 1000, 1700
5400, 200, 1000, 1200
5410, 100, 1000, 800
5420, 100, 1000, 1700
5430, 200, 1000, 900
5440, 200, 1000, 900
5450, 200, 900, 300
5460, 200, 1000, 700
5470, 200, 900, 300
5480, 200, 1000, 1300
5490, 200, 1000, 1700
5500, 200, 1100, 1500
5510, 200, 1000, 1800
5520, 100, 1000, 800
5530, 200, 1100, 1300
5540, 200, 1000, 1500
5550, 200, 1100, 900
5560, 200, 1100, 300
5570, 200, 1000, 700
5580, 200, 1100, 1800
5590, 200, 1000, 1100
5600, 200, 1100, 1300
5610, 200, 1100, 500
5620, 200, 1000, 300
5630, 200, 1000, 1900
5640, 200, 1000, 400
5650, 200, 1100, 1600
5660, 300, 1000, 700
5670, 200, 1100, 400
5680, 100, 1100, 1700
5690, 200, 1000, 1100
5700, 200, 1000, 1300
5710, 200, 1100, 900
5720, 200, 1100, 700
5730, 200, 1000, 900
5740, 200, 1100, 1200
5750, 200, 1100, 1200
5760, 100, 1100, 300
5770, 100, 1100, 400
5780, 100, 1000, 200
5790, 200, 1100, 1700
5800, 200, 1000, 400
5810, 200, 1100, 1700
5820, 200, 1100, 300
5830, 200, 1100, 100
5840, 200, 1100, 900
5850, 200, 1100, 2600
5860, 200, 1100, 1000
5870, 200, 1100, 1900
5880, 200, 1200, 200
5890, 200, 1200, 400
5900, 300, 1100, 1700
5910, 200, 1100, 1800
5920, 200, 1100, 1000
5930, 300, 1200, 1700
5940, 200, 1100, 900
5950, 200, 1100, 1000
5960, 200, 1100, 1800
5970, 200, 1100, 1600
5980, 200, 1100, 900
5990, 200, 1100, 1100
6000, 100, 1100, 700
6010, 200, 1200, 300
6020, 100, 1100, 1100
6030, 100, 1100, 1800
6040, 200, 1200, 1300
6050, 100, 1100, 100
6060, 200, 1100, 400
6070, 200, 1100, 500
6080, 100, 1100, 2000
6090, 200, 1100, 700
6100, 200, 1100, 1900
6110, 100, 1100, 1600
6120, 200, 1100, 1700
6130, 200, 1100, 700
6140, 100, 1100, 1400
6150, 100, 1200, 500
6160, 200, 1200, 200
6170, 200, 1100, 800
6180, 200, 1200, 2100
6190, 200, 1100, 1400
6200, 200, 1200, 1300
6210, 200, 1200, 200
6220, 200, 1200, 1900
6230, 300, 1100, 100
6240, 200, 1200, 1400
6250, 300, 1200, 200
6260, 200, 1100, 900
6270, 200, 1200, 1400
6280, 200, 1200, 1700
6290, 200, 1100, 400
6300, 200, 1300, 1300
6310, 200, 1100, 1800
6320, 200, 1100, 1000
6330, 200, 1200, 1100
6340, 200, 1200, 1600
6350, 200, 1200, 1200
6360, 200, 1200, 700
6370, 200, 1200, 100
6380, 200, 1200, 2100
6390, 200, 1200, 100
6400, 200, 1100, 700
6410, 200, 1200, 200
6420, 200, 1600, 500
6430, 200, 1300, 800
6440, 200, 1200, 1900
6450, 200, 1200, 900
6460, 200, 1300, 1000
6470, 200, 1200, 1400
6480, 200, 1200, 400
6490, 200, 1100, 1100
6500, 200, 1200, 300
6510, 200, 1300, 1500
6520, 200, 1200, 1500
6530, 200, 1200, 1100
6540, 300, 1200, 1400
6550, 100, 1200, 1600
6560, 200, 1200, 1100
6570, 200, 1200, 300
6580, 300, 1100, 1100
6590, 200, 1200, 800
6600, 300, 1200, 300
6610, 200, 1200, 2100
6620, 8500, 1200, 700
6630, 200, 1200, 600
6640, 200, 1200, 1000
6650, 200, 1200, 300
6660, 200, 1200, 200
6670, 200, 1200, 700
6680, 200, 1200, 1400
6690, 200, 1200, 200
6700, 100, 1300, 1800
6710, 200, 1200, 1100
6720, 200, 1300, 1000
6730, 100, 1200, 1600
6740, 300, 1200, 300
6750, 200, 1200, 1000
6760, 300, 1200, 1600
6770, 200, 1100, 700
6780, 200, 1200, 1600
6790, 200, 1500, 2200
6800, 200, 1200, 2100
6810, 200, 1300, 2100
6820, 200, 1300, 1200
6830, 200, 1300, 1300
6840, 200, 1300, 2300
6850, 200, 1300, 2300
6860, 200, 1600, 800
6870, 200, 1300, 200
6880, 200, 1300, 100
6890, 200, 1400, 1100
6900, 200, 1400, 1500
6910, 200, 1200, 1800
6920, 200, 1600, 1700
6930, 200, 1300, 300
6940, 200, 1400, 2300
6950, 300, 1300, 1100
6960, 200, 1300, 700
6970, 200, 1200, 1200
6980, 200, 1300, 1700
6990, 200, 1300, 100
7000, 300, 1200, 900
7010, 200, 1200, 2300
7020, 200, 1200, 1700
7030, 200, 1300, 1600
7040, 200, 1300, 1400
7050, 200, 1300, 2200
7060, 200, 1300, 1800
7070, 200, 1300, 500
7080, 100, 1300, 200
7090, 200, 1200, 300
7100, 300, 1500, 2100
7110, 300, 1300, 800
7120, 200, 1400, 1300
7130, 300, 1400, 2400
7140, 100, 1300, 300
7150, 200, 1400, 1400
7160, 100, 1300, 100
7170, 100, 1400, 1900
7180, 200, 1400, 500
7190, 200, 1300, 2100
7200, 200, 1300, 2100
7210, 200, 1300, 1300
7220, 200, 1300, 300
7230, 200, 1300, 1700
7240, 200, 1400, 2200
7250, 200, 1400, 600
7260, 300, 1300, 700
7270, 200, 1300, 1900
7280, 200, 1300, 1500
7290, 300, 1300, 0
7300, 200, 1300, 1300
7310, 200, 1300, 1400
7320, 200, 1300, 1400
7330, 200, 1300, 1500
7340, 200, 1300, 600
7350, 200, 1400, 2300
7360, 200, 1300, 200
7370, 1000, 2300, 1000
7380, 100, 1400, 2300
7390, 200, 1400, 1500
7400, 200, 1400, 1600
7410, 200, 1400, 900
7420, 200, 1300, 1100
7430, 200, 1400, 100
7440, 200, 1500, 1100
7450, 200, 1300, 300
7460, 200, 1300, 2300
7470, 200, 1400, 2200
7480, 200, 1400, 1100
7490, 200, 1400, 100
7500, 200, 1400, 600
7510, 200, 1300, 100
7520, 200, 1400, 200
7530, 200, 1400, 500
7540, 100, 1300, 1700
7550, 200, 1500, 2300
7560, 100, 1300, 1000
7570, 300, 1400, 1500
7580, 200, 1500, 700
7590, 200, 1400, 1600
7600, 200, 1400, 1200
7610, 300, 1400, 2400
7620, 200, 1400, 300
7630, 200, 1400, 1600
7640, 200, 1400, 1700
7650, 200, 1400, 1500
7660, 200, 1400, 800
7670, 200, 1400, 1200
7680, 200, 1300, 200
7690, 200, 1300, 2300
7700, 200, 1300, 1100
7710, 200, 1400, 1800
7720, 200, 1300, 1100
7730, 200, 1400, 300
7740, 200, 1400, 1700
7750, 200, 1300, 800
7760, 300, 1400, 1500
7770, 200, 1400, 2100
7780, 300, 1600, 200
7790, 200, 1600, 1700
7800, 200, 2600, 1400
7810, 200, 1600, 2600
7820, 200, 2200, 2200
7830, 100, 1600, 900
7840, 200, 1400, 1000
7850, 200, 1500, 2000
7860, 200, 1500, 1700
7870, 100, 1500, 1500
7880, 100, 1500, 1400
7890, 200, 1500, 1100
7900, 200, 1500, 1500
7910, 200, 1400, 2100
7920, 200, 1400, 1900
7930, 300, 1500, 1500
7940, 200, 1400, 1400
7950, 200, 1400, 200
7960, 200, 1500, 1800
7970, 200, 1500, 1100
7980, 200, 1500, 2300
7990, 200, 1500, 2000
8000, 200, 1500, 400
8010, 200, 1500, 800
8020, 200, 1500, 300
8030, 200, 1500, 2300
8040, 200, 1500, 2600
8050, 200, 1400, 900
8060, 200, 1600, 900
8070, 200, 1800, 1500
8080, 200, 1500, 100
8090, 200, 1400, 2300
8100, 200, 1500, 1600
8110, 200, 1500, 100
8120, 100, 1500, 1900
8130, 200, 1500, 900
8140, 100, 1400, 1700
8150, 200, 1500, 2200
8160, 200, 1500, 2200
8170, 300, 1600, 1000
8180, 100, 1600, 2300
8190, 200, 2600, 2500
8200, 200, 1600, 1900
8210, 200, 1500, 2000
8220, 300, 1600, 1500
8230, 200, 1500, 2500
8240, 100, 1600, 500
8250, 200, 1600, 2300
8260, 200, 1600, 2500
8270, 100, 1400, 2800
8280, 100, 1600, 2700
8290, 200, 1600, 1100
8300, 200, 1600, 1700
8310, 200, 1500, 400
8320, 200, 1500, 2800
8330, 200, 1600, 1900
8340, 200, 1400, 2400
8350, 200, 1600, 1700
8360, 200, 1600, 100
8370, 200, 1400, 1000
8380, 200, 1500, 2500
8390, 200, 1500, 900
8400, 100, 1600, 200
8410, 100, 1600, 1600
8420, 200, 1600, 2200
8430, 200, 1700, 800
8440, 200, 1600, 200
8450, 200, 2100, 2500
8460, 200, 1500, 1300
8470, 200, 1500, 2300
8480, 100, 1500, 1100
8490, 200, 1700, 2700
8500, 200, 1600, 300
8510, 200, 1700, 1500
8520, 200, 1600, 1700
8530, 100, 1500, 1800
8540, 200, 1600, 2800
8550, 200, 1600, 6800
8560, 200, 1700, 1400
8570, 200, 1600, 500
8580, 200, 1700, 1900
8590, 200, 1500, 900
8600, 200, 1700, 1000
8610, 200, 1600, 700
8620, 200, 1700, 1900
8630, 100, 1600, 1500
8640, 200, 1700, 2000
8650, 200, 1600, 2100
8660, 300, 1600, 900
8670, 200, 1700, 2300
8680, 200, 1600, 1000
8690, 200, 1700, 1600
8700, 200, 1600, 2600
8710, 200, 1700, 1600
8720, 200, 1500, 1500
8730, 200, 1500, 200
8740, 200, 1700, 1600
8750, 200, 1600, 600
8760, 200, 1600, 700
8770, 200, 1600, 2200
8780, 200, 1700, 2500
8790, 200, 1700, 500
8800, 200, 1700, 2300
8810, 200, 1700, 1200
8820, 200, 1700, 2700
8830, 200, 1700, 1900
8840, 200, 1600, 2600
8850, 200, 1500, 2400
8860, 200, 1600, 1600
8870, 200, 1600, 2200
8880, 200, 1600, 900
8890, 200, 1700, 2800
8900, 200, 1600, 1000
8910, 200, 1600, 400
8920, 200, 1600, 1600
8930, 200, 1500, 2700
8940, 200, 1600, 2400
8950, 200, 1700, 2600
8960, 400, 1700, 2000
8970, 200, 1700, 1300
8980, 200, 1600, 800
8990, 200, 1600, 2600
9000, 200, 1800, 1200
9010, 200, 1600, 2200
9020, 100, 1900, 600
9030, 200, 1700, 300
9040, 200, 1600, 2200
9050, 200, 1500, 300
9060, 200, 1700, 2500
9070, 200, 1600, 300
9080, 200, 1700, 100
9090, 200, 1600, 2500
9100, 200, 1600, 2200
9110, 200, 1600, 1400
9120, 200, 1800, 2200
9130, 200, 1600, 1900
9140, 200, 1600, 1300
9150, 100, 1600, 700
9160, 200, 1600, 2000
9170, 200, 1600, 200
9180, 200, 1600, 2300
9190, 200, 1600, 1200
9200, 200, 1600, 600
9210, 200, 1800, 800
9220, 200, 1600, 1700
9230, 200, 1600, 1200
9240, 200, 1600, 2400
9250, 200, 1600, 2100
9260, 200, 1600, 2400
9270, 200, 1800, 200
9280, 200, 1600, 2600
9290, 200, 1700, 900
9300, 200, 1700, 1800
9310, 200, 1700, 700
9320, 200, 1600, 2000
9330, 200, 1700, 2900
9340, 300, 1700, 2000
9350, 200, 1600, 1700
9360, 100, 1700, 500
9370, 100, 1700, 500
9380, 200, 1700, 700
9390, 200, 1600, 1100
9400, 200, 1800, 1300
9410, 200, 1600, 2000
9420, 200, 1700, 800
9430, 200, 1800, 200
9440, 300, 1800, 200
9450, 200, 1700, 1200
9460, 200, 1700, 1200
9470, 200, 1700, 2800
9480, 100, 1800, 2300
9490, 200, 1700, 1900
9500, 200, 1700, 2800
9510, 200, 1600, 1400
9520, 200, 1700, 2700
9530, 200, 1700, 400
9540, 100, 1800, 1100
9550, 300, 1700, 100
9560, 100, 1700, 400
9570, 200, 1600, 1100
9580, 200, 1700, 2900
9590, 200, 1700, 1400
9600, 200, 1800, 2200
9610, 300, 1700, 400
9620, 200, 1700, 500
9630, 300, 1700, 1000
9640, 200, 1800, 1400
9650, 100, 1800, 1700
9660, 200, 1700, 3200
9670, 300, 1800, 1100
9680, 100, 1900, 3000
9690, 200, 1700, 100
9700, 200, 1800, 3000
9710, 200, 1700, 1200
9720, 200, 1900, 2800
9730, 200, 1700, 2200
9740, 200, 1700, 900
9750, 100, 1700, 700
9760, 200, 1900, 500
9770, 200, 1900, 1300
9780, 200, 1700, 400
9790, 200, 1800, 1600
9800, 300, 1800, 2300
9810, 200, 1700, 2800
9820, 300, 1700, 1700
9830, 200, 1800, 2400
9840, 200, 1900, 1000
9850, 200, 1700, 2500
9860, 200, 1900, 1200
9870, 200, 2100, 1800
9880, 300, 1700, 3100
9890, 200, 1700, 200
9900, 200, 1700, 1800
9910, 200, 1700, 2300
9920, 200, 1800, 1500
9930, 200, 2000, 1600
9940, 200, 1800, 1300
9950, 200, 1900, 2200
9960, 200, 1700, 1700
9970, 200, 1800, 1600
9980, 200, 1700, 2300
9990, 200, 1800, 2900
10000, 200, 1700, 1500
10010, 200, 1800, 1500
10020, 200, 1800, 2400
10030, 200, 1900, 2300
10040, 200, 1800, 3000
10050, 200, 1800, 2700
10060, 300, 1900, 2500
10070, 200, 1700, 3000
10080, 200, 1800, 700
10090, 200, 1800, 2900
10100, 100, 1800, 3100
10110, 100, 1700, 300
10120, 200, 1800, 900
10130, 200, 1900, 2700
10140, 100, 1800, 200
10150, 200, 1900, 1400
10160, 200, 1900, 3200
10170, 200, 1700, 600
10180, 200, 1700, 2800
10190, 200, 1900, 700
10200, 200, 1800, 1800
10210, 200, 1900, 1600
10220, 200, 1800, 1400
10230, 200, 1900, 2000
10240, 200, 1900, 2900
10250, 200, 1800, 2100
10260, 100, 1800, 0
10270, 200, 1800, 3200
10280, 200, 1800, 1400
10290, 200, 1900, 5200
10300, 200, 1800, 600
10310, 200, 1900, 1100
10320, 300, 1900, 3300
10330, 200, 1900, 600
10340, 200, 1800, 2400
10350, 200, 2000, 2300
10360, 200, 1800, 2900
10370, 200, 1800, 2400
10380, 200, 1800, 2700
10390, 200, 1900, 400
10400, 100, 1800, 2800
10410, 200, 2000, 2100
10420, 200, 1800, 1400
10430, 200, 1800, 700
10440, 200, 1800, 1100
10450, 200, 2000, 1200
10460, 300, 1900, 1800
10470, 200, 2000, 2100
10480, 300, 1900, 2800
10490, 200, 1900, 2600
10500, 200, 1900, 800
10510, 200, 2000, 1600
10520, 200, 2000, 1100
10530, 200, 1900, 1600
10540, 200, 2000, 1800
10550, 200, 1800, 2700
10560, 200, 1800, 1600
10570, 200, 1800, 2000
10580, 200, 1800, 1100
10590, 100, 1800, 700
10600, 100, 2000, 3400
10610, 200, 2000, 3200
10620, 300, 1800, 3300
